Label (1 = metaphor / 0 = literal)	Sentence
0	Thousands of smaller organizations in the 10- to 500-employee size are terminating pension and welfare plans to escape the onerous administrative cost involved 
0	-- Did the recently completed installation of so-called fire-blocking material on commercial aircraft seats give the passengers more time to escape ?/.
0	If yesterday 's accident was linked to any internal weakness at Delta , the problem escaped the notice of an exhaustive internal investigation last year to see whether any of the mishaps were connected 
0	At the scene of the crash , survivors said they were able to escape the plane by crawling out at a split in the fuselage and by going through an emergency exit over the wing 
0	Much of the canola crop is grown in northern areas of western Canada that escaped the drought 
0	It also allowed Cordis , a maker of specialized medical devices , to escape with a relatively small fine 
0	Thus , service industries in labor-short states can often escape wage pressures by `` borrowing '' workers from high-unemployment states 
0	But there has been no escaping the drought that has tormented the Midwest this summer 
0	Right now , profit earned from gold is tax-free in Australia , allowing Reynolds to escape the normal 40 % corporate tax rate 
0	Witnesses then remember hearing a rushing sound similar to steam escaping from a high-pressure valve 
0	Gillette Co . , again escaping from a hostile shareholder , agreed with Coniston Partners to end the New York investment group 's long-running battle with the company 
0	Is life here so bad that millions of us need to escape by using drugs ?/.
0	Boat people will continue their efforts to escape 
0	The credit could be used to offset tax liability incurred under the so-called alternative minimum tax , which was designed to prevent wealthy individuals and corporations from escaping taxes 
0	Municipal bonds have escaped the deep slump that hit the rest of the bond market this month 
0	The tank already has been filled and the tiny leak has allowed only a small amount of the gas to escape 
0	A new extermination technique calls for pumping air heated by propane burners into insect-infested houses that have been covered with tarps to keep the heat from escaping 
0	The assailants escaped on a waiting speedboat 
0	In 1981 , he and his second wife were able to escape Cuba by joining a group tour of Czechoslovakia 
0	We escaped from Vietnam on foot 
0	The change would allow off-highway users to escape the payments if they registered with federal authorities prior to making non-retail purchases of the fuel 
0	They said the railroad has become the latest casualty in Guilford 's two-year battle to escape costly union work rules and manning requirements 
0	These politicians have controlled the negotiations with the U.S . , and had preferred a GATT solution to a negotiated one , because that would have helped them to escape blame from the Nokyo for giving in 
0	In a footnote , he stated that `` it is difficult to escape a finding that this was an outrageous abuse in management of a public corporation and a blatant violation of fiduciary duties . ''/''
0	They escaped the degree of profit-taking that hit stocks 
0	The kinky Keynesians who devised it will be lucky to escape across the Potomac with their pie charts 
0	As a result , Neutral Zone production of more than 300 , 000 barrels a day escapes the OPEC quota system and is likely to remain controversial until Iraq is brought back into the system 
0	Maxus and Diamond Shamrock R & M , a now-separate refining and marketing operation , were part of the former Diamond Shamrock , which split itself up to escape T. Boone Pickens 's takeover bid 
0	To assert that mass transit has escaped large cuts , wasted federal dollars , reduced productivity and turned in `` an abysmal record of performance '' is simply untrueat least here in New York 
0	Indeed , in everything but his art Picasso was in most respects the perfect villain , and not everything in his art entirely escaped the taint of his deformed personality 
0	And while the strong emphasis on financial services makes analysts cautious about recommending Pargesa 's shares for short-term investors , Mr. Scohier points out that the company escaped largely unscathed from the stock-market crash last October 
0	Sean Penn pulls off a reasonably convincing German accent as Guenther , the surprise witness in `` Judgment in Berlin , '' the story of the East Germans who escaped to the West by hijacking a plane 
0	They feel they can escape their own laws and do anything they want . ''/''
0	`` We 're the first generation to escape brainwashing , '' says sociologist Lino di Almeida 
0	Teachers and JMB are the latest players in Southland 's four-year struggle to escape the bailout of Mr. Carpenter 's urban utopia 
1	In race after race , PAC funds evaporated for Republican challengers , even for candidates with political credentials as impressive as those of Mr. Howard , once dubbed `` the conscience of the senate '' for his crusades against state-level corruption 
